,URL,fichier,train_test,Machine,Machine_ID,son_type,duree_son
23,archive/ToyCar/test/normal_id_02_00000090.wav,normal_id_02_00000090.wav,test,ToyCar,02,normal,11.0
24,archive/ToyCar/test/normal_id_02_00000114.wav,normal_id_02_00000114.wav,test,ToyCar,02,normal,11.0
25,archive/ToyCar/test/normal_id_02_00000112.wav,normal_id_02_00000112.wav,test,ToyCar,02,normal,11.0
26,archive/ToyCar/test/normal_id_02_00000095.wav,normal_id_02_00000095.wav,test,ToyCar,02,normal,11.0
27,archive/ToyCar/test/normal_id_02_00000094.wav,normal_id_02_00000094.wav,test,ToyCar,02,normal,11.0
28,archive/ToyCar/test/normal_id_02_00000082.wav,normal_id_02_00000082.wav,test,ToyCar,02,normal,11.0
29,archive/ToyCar/test/normal_id_02_00000085.wav,normal_id_02_00000085.wav,test,ToyCar,02,normal,11.0
30,archive/ToyCar/test/normal_id_02_00000070.wav,normal_id_02_00000070.wav,test,ToyCar,02,normal,11.0
31,archive/ToyCar/test/normal_id_02_00000083.wav,normal_id_02_00000083.wav,test,ToyCar,02,normal,11.0
32,archive/ToyCar/test/normal_id_02_00000074.wav,normal_id_02_00000074.wav,test,ToyCar,02,normal,11.0
33,archive/ToyCar/test/normal_id_02_00000080.wav,normal_id_02_00000080.wav,test,ToyCar,02,normal,11.0
34,archive/ToyCar/test/normal_id_02_00000097.wav,normal_id_02_00000097.wav,test,ToyCar,02,normal,11.0
35,archive/ToyCar/test/normal_id_02_00000069.wav,normal_id_02_00000069.wav,test,ToyCar,02,normal,11.0
36,archive/ToyCar/test/normal_id_02_00000072.wav,normal_id_02_00000072.wav,test,ToyCar,02,normal,11.0
37,archive/ToyCar/test/normal_id_02_00000106.wav,normal_id_02_00000106.wav,test,ToyCar,02,normal,11.0
38,archive/ToyCar/test/normal_id_02_00000071.wav,normal_id_02_00000071.wav,test,ToyCar,02,normal,11.0
39,archive/ToyCar/test/normal_id_02_00000073.wav,normal_id_02_00000073.wav,test,ToyCar,02,normal,11.0
40,archive/ToyCar/test/normal_id_02_00000075.wav,normal_id_02_00000075.wav,test,ToyCar,02,normal,11.0
41,archive/ToyCar/test/normal_id_02_00000099.wav,normal_id_02_00000099.wav,test,ToyCar,02,normal,11.0
42,archive/ToyCar/test/normal_id_02_00000088.wav,normal_id_02_00000088.wav,test,ToyCar,02,normal,11.0
43,archive/ToyCar/test/normal_id_02_00000101.wav,normal_id_02_00000101.wav,test,ToyCar,02,normal,11.0
44,archive/ToyCar/test/normal_id_02_00000079.wav,normal_id_02_00000079.wav,test,ToyCar,02,normal,11.0
45,archive/ToyCar/test/normal_id_02_00000098.wav,normal_id_02_00000098.wav,test,ToyCar,02,normal,11.0
46,archive/ToyCar/test/normal_id_02_00000110.wav,normal_id_02_00000110.wav,test,ToyCar,02,normal,11.0
47,archive/ToyCar/test/normal_id_02_00000115.wav,normal_id_02_00000115.wav,test,ToyCar,02,normal,11.0
48,archive/ToyCar/test/normal_id_02_00000089.wav,normal_id_02_00000089.wav,test,ToyCar,02,normal,11.0
49,archive/ToyCar/test/normal_id_02_00000078.wav,normal_id_02_00000078.wav,test,ToyCar,02,normal,11.0
50,archive/ToyCar/test/normal_id_02_00000077.wav,normal_id_02_00000077.wav,test,ToyCar,02,normal,11.0
51,archive/ToyCar/test/normal_id_02_00000109.wav,normal_id_02_00000109.wav,test,ToyCar,02,normal,11.0
52,archive/ToyCar/test/normal_id_02_00000105.wav,normal_id_02_00000105.wav,test,ToyCar,02,normal,11.0
53,archive/ToyCar/test/normal_id_02_00000086.wav,normal_id_02_00000086.wav,test,ToyCar,02,normal,11.0
54,archive/ToyCar/test/normal_id_02_00000113.wav,normal_id_02_00000113.wav,test,ToyCar,02,normal,11.0
55,archive/ToyCar/test/normal_id_02_00000111.wav,normal_id_02_00000111.wav,test,ToyCar,02,normal,11.0
56,archive/ToyCar/test/normal_id_02_00000102.wav,normal_id_02_00000102.wav,test,ToyCar,02,normal,11.0
57,archive/ToyCar/test/normal_id_02_00000076.wav,normal_id_02_00000076.wav,test,ToyCar,02,normal,11.0
58,archive/ToyCar/test/normal_id_02_00000084.wav,normal_id_02_00000084.wav,test,ToyCar,02,normal,11.0
59,archive/ToyCar/test/normal_id_02_00000096.wav,normal_id_02_00000096.wav,test,ToyCar,02,normal,11.0
60,archive/ToyCar/test/normal_id_02_00000093.wav,normal_id_02_00000093.wav,test,ToyCar,02,normal,11.0
61,archive/ToyCar/test/normal_id_02_00000100.wav,normal_id_02_00000100.wav,test,ToyCar,02,normal,11.0
62,archive/ToyCar/test/normal_id_02_00000092.wav,normal_id_02_00000092.wav,test,ToyCar,02,normal,11.0
63,archive/ToyCar/test/normal_id_02_00000108.wav,normal_id_02_00000108.wav,test,ToyCar,02,normal,11.0
64,archive/ToyCar/test/normal_id_02_00000104.wav,normal_id_02_00000104.wav,test,ToyCar,02,normal,11.0
65,archive/ToyCar/test/normal_id_02_00000081.wav,normal_id_02_00000081.wav,test,ToyCar,02,normal,11.0
66,archive/ToyCar/test/normal_id_02_00000103.wav,normal_id_02_00000103.wav,test,ToyCar,02,normal,11.0
67,archive/ToyCar/test/normal_id_02_00000107.wav,normal_id_02_00000107.wav,test,ToyCar,02,normal,11.0
68,archive/ToyCar/test/normal_id_02_00000091.wav,normal_id_02_00000091.wav,test,ToyCar,02,normal,11.0
69,archive/ToyCar/test/normal_id_02_00000118.wav,normal_id_02_00000118.wav,test,ToyCar,02,normal,11.0
70,archive/ToyCar/test/normal_id_02_00000145.wav,normal_id_02_00000145.wav,test,ToyCar,02,normal,11.0
71,archive/ToyCar/test/normal_id_02_00000123.wav,normal_id_02_00000123.wav,test,ToyCar,02,normal,11.0
72,archive/ToyCar/test/normal_id_02_00000122.wav,normal_id_02_00000122.wav,test,ToyCar,02,normal,11.0
73,archive/ToyCar/test/normal_id_02_00000131.wav,normal_id_02_00000131.wav,test,ToyCar,02,normal,11.0
74,archive/ToyCar/test/normal_id_02_00000129.wav,normal_id_02_00000129.wav,test,ToyCar,02,normal,11.0
75,archive/ToyCar/test/normal_id_02_00000154.wav,normal_id_02_00000154.wav,test,ToyCar,02,normal,11.0
76,archive/ToyCar/test/normal_id_02_00000128.wav,normal_id_02_00000128.wav,test,ToyCar,02,normal,11.0
77,archive/ToyCar/test/normal_id_02_00000152.wav,normal_id_02_00000152.wav,test,ToyCar,02,normal,11.0
78,archive/ToyCar/test/normal_id_02_00000139.wav,normal_id_02_00000139.wav,test,ToyCar,02,normal,11.0
79,archive/ToyCar/test/normal_id_02_00000143.wav,normal_id_02_00000143.wav,test,ToyCar,02,normal,11.0
80,archive/ToyCar/test/normal_id_02_00000158.wav,normal_id_02_00000158.wav,test,ToyCar,02,normal,11.0
81,archive/ToyCar/test/normal_id_02_00000119.wav,normal_id_02_00000119.wav,test,ToyCar,02,normal,11.0
82,archive/ToyCar/test/normal_id_02_00000147.wav,normal_id_02_00000147.wav,test,ToyCar,02,normal,11.0
83,archive/ToyCar/test/normal_id_02_00000124.wav,normal_id_02_00000124.wav,test,ToyCar,02,normal,11.0
84,archive/ToyCar/test/normal_id_02_00000142.wav,normal_id_02_00000142.wav,test,ToyCar,02,normal,11.0
85,archive/ToyCar/test/normal_id_02_00000146.wav,normal_id_02_00000146.wav,test,ToyCar,02,normal,11.0
86,archive/ToyCar/test/normal_id_02_00000134.wav,normal_id_02_00000134.wav,test,ToyCar,02,normal,11.0
87,archive/ToyCar/test/normal_id_02_00000117.wav,normal_id_02_00000117.wav,test,ToyCar,02,normal,11.0
88,archive/ToyCar/test/normal_id_02_00000121.wav,normal_id_02_00000121.wav,test,ToyCar,02,normal,11.0
89,archive/ToyCar/test/normal_id_02_00000161.wav,normal_id_02_00000161.wav,test,ToyCar,02,normal,11.0
90,archive/ToyCar/test/normal_id_02_00000116.wav,normal_id_02_00000116.wav,test,ToyCar,02,normal,11.0
91,archive/ToyCar/test/normal_id_02_00000137.wav,normal_id_02_00000137.wav,test,ToyCar,02,normal,11.0
92,archive/ToyCar/test/normal_id_02_00000157.wav,normal_id_02_00000157.wav,test,ToyCar,02,normal,11.0
93,archive/ToyCar/test/normal_id_02_00000159.wav,normal_id_02_00000159.wav,test,ToyCar,02,normal,11.0
94,archive/ToyCar/test/normal_id_02_00000136.wav,normal_id_02_00000136.wav,test,ToyCar,02,normal,11.0
95,archive/ToyCar/test/normal_id_02_00000153.wav,normal_id_02_00000153.wav,test,ToyCar,02,normal,11.0
96,archive/ToyCar/test/normal_id_02_00000140.wav,normal_id_02_00000140.wav,test,ToyCar,02,normal,11.0
97,archive/ToyCar/test/normal_id_02_00000156.wav,normal_id_02_00000156.wav,test,ToyCar,02,normal,11.0
98,archive/ToyCar/test/normal_id_02_00000138.wav,normal_id_02_00000138.wav,test,ToyCar,02,normal,11.0
99,archive/ToyCar/test/normal_id_02_00000144.wav,normal_id_02_00000144.wav,test,ToyCar,02,normal,11.0
100,archive/ToyCar/test/normal_id_02_00000120.wav,normal_id_02_00000120.wav,test,ToyCar,02,normal,11.0
101,archive/ToyCar/test/normal_id_02_00000155.wav,normal_id_02_00000155.wav,test,ToyCar,02,normal,11.0
102,archive/ToyCar/test/normal_id_02_00000130.wav,normal_id_02_00000130.wav,test,ToyCar,02,normal,11.0
103,archive/ToyCar/test/normal_id_02_00000125.wav,normal_id_02_00000125.wav,test,ToyCar,02,normal,11.0
104,archive/ToyCar/test/normal_id_02_00000149.wav,normal_id_02_00000149.wav,test,ToyCar,02,normal,11.0
105,archive/ToyCar/test/normal_id_02_00000160.wav,normal_id_02_00000160.wav,test,ToyCar,02,normal,11.0
106,archive/ToyCar/test/normal_id_02_00000141.wav,normal_id_02_00000141.wav,test,ToyCar,02,normal,11.0
107,archive/ToyCar/test/normal_id_02_00000127.wav,normal_id_02_00000127.wav,test,ToyCar,02,normal,11.0
108,archive/ToyCar/test/normal_id_02_00000162.wav,normal_id_02_00000162.wav,test,ToyCar,02,normal,11.0
109,archive/ToyCar/test/normal_id_02_00000135.wav,normal_id_02_00000135.wav,test,ToyCar,02,normal,11.0
110,archive/ToyCar/test/normal_id_02_00000148.wav,normal_id_02_00000148.wav,test,ToyCar,02,normal,11.0
111,archive/ToyCar/test/normal_id_02_00000126.wav,normal_id_02_00000126.wav,test,ToyCar,02,normal,11.0
112,archive/ToyCar/test/normal_id_02_00000150.wav,normal_id_02_00000150.wav,test,ToyCar,02,normal,11.0
113,archive/ToyCar/test/normal_id_02_00000133.wav,normal_id_02_00000133.wav,test,ToyCar,02,normal,11.0
114,archive/ToyCar/test/normal_id_02_00000132.wav,normal_id_02_00000132.wav,test,ToyCar,02,normal,11.0
115,archive/ToyCar/test/normal_id_02_00000151.wav,normal_id_02_00000151.wav,test,ToyCar,02,normal,11.0
116,archive/ToyCar/test/normal_id_02_00000186.wav,normal_id_02_00000186.wav,test,ToyCar,02,normal,11.0
117,archive/ToyCar/test/normal_id_02_00000179.wav,normal_id_02_00000179.wav,test,ToyCar,02,normal,11.0
118,archive/ToyCar/test/normal_id_02_00000198.wav,normal_id_02_00000198.wav,test,ToyCar,02,normal,11.0
119,archive/ToyCar/test/normal_id_02_00000192.wav,normal_id_02_00000192.wav,test,ToyCar,02,normal,11.0
120,archive/ToyCar/test/normal_id_02_00000188.wav,normal_id_02_00000188.wav,test,ToyCar,02,normal,11.0
121,archive/ToyCar/test/normal_id_02_00000208.wav,normal_id_02_00000208.wav,test,ToyCar,02,normal,11.0
122,archive/ToyCar/test/normal_id_02_00000163.wav,normal_id_02_00000163.wav,test,ToyCar,02,normal,11.0
123,archive/ToyCar/test/normal_id_02_00000201.wav,normal_id_02_00000201.wav,test,ToyCar,02,normal,11.0
124,archive/ToyCar/test/normal_id_02_00000206.wav,normal_id_02_00000206.wav,test,ToyCar,02,normal,11.0
125,archive/ToyCar/test/normal_id_02_00000180.wav,normal_id_02_00000180.wav,test,ToyCar,02,normal,11.0
126,archive/ToyCar/test/normal_id_02_00000166.wav,normal_id_02_00000166.wav,test,ToyCar,02,normal,11.0
127,archive/ToyCar/test/normal_id_02_00000204.wav,normal_id_02_00000204.wav,test,ToyCar,02,normal,11.0
128,archive/ToyCar/test/normal_id_02_00000183.wav,normal_id_02_00000183.wav,test,ToyCar,02,normal,11.0
129,archive/ToyCar/test/normal_id_02_00000174.wav,normal_id_02_00000174.wav,test,ToyCar,02,normal,11.0
130,archive/ToyCar/test/normal_id_02_00000167.wav,normal_id_02_00000167.wav,test,ToyCar,02,normal,11.0
131,archive/ToyCar/test/normal_id_02_00000178.wav,normal_id_02_00000178.wav,test,ToyCar,02,normal,11.0
132,archive/ToyCar/test/normal_id_02_00000194.wav,normal_id_02_00000194.wav,test,ToyCar,02,normal,11.0
133,archive/ToyCar/test/normal_id_02_00000175.wav,normal_id_02_00000175.wav,test,ToyCar,02,normal,11.0
134,archive/ToyCar/test/normal_id_02_00000209.wav,normal_id_02_00000209.wav,test,ToyCar,02,normal,11.0
135,archive/ToyCar/test/normal_id_02_00000189.wav,normal_id_02_00000189.wav,test,ToyCar,02,normal,11.0
136,archive/ToyCar/test/normal_id_02_00000203.wav,normal_id_02_00000203.wav,test,ToyCar,02,normal,11.0
137,archive/ToyCar/test/normal_id_02_00000172.wav,normal_id_02_00000172.wav,test,ToyCar,02,normal,11.0
138,archive/ToyCar/test/normal_id_02_00000177.wav,normal_id_02_00000177.wav,test,ToyCar,02,normal,11.0
139,archive/ToyCar/test/normal_id_02_00000168.wav,normal_id_02_00000168.wav,test,ToyCar,02,normal,11.0
140,archive/ToyCar/test/normal_id_02_00000197.wav,normal_id_02_00000197.wav,test,ToyCar,02,normal,11.0
141,archive/ToyCar/test/normal_id_02_00000202.wav,normal_id_02_00000202.wav,test,ToyCar,02,normal,11.0
142,archive/ToyCar/test/normal_id_02_00000171.wav,normal_id_02_00000171.wav,test,ToyCar,02,normal,11.0
143,archive/ToyCar/test/normal_id_02_00000165.wav,normal_id_02_00000165.wav,test,ToyCar,02,normal,11.0
144,archive/ToyCar/test/normal_id_02_00000164.wav,normal_id_02_00000164.wav,test,ToyCar,02,normal,11.0
145,archive/ToyCar/test/normal_id_02_00000199.wav,normal_id_02_00000199.wav,test,ToyCar,02,normal,11.0
146,archive/ToyCar/test/normal_id_02_00000205.wav,normal_id_02_00000205.wav,test,ToyCar,02,normal,11.0
147,archive/ToyCar/test/normal_id_02_00000184.wav,normal_id_02_00000184.wav,test,ToyCar,02,normal,11.0
148,archive/ToyCar/test/normal_id_02_00000187.wav,normal_id_02_00000187.wav,test,ToyCar,02,normal,11.0
149,archive/ToyCar/test/normal_id_02_00000173.wav,normal_id_02_00000173.wav,test,ToyCar,02,normal,11.0
150,archive/ToyCar/test/normal_id_02_00000193.wav,normal_id_02_00000193.wav,test,ToyCar,02,normal,11.0
151,archive/ToyCar/test/normal_id_02_00000190.wav,normal_id_02_00000190.wav,test,ToyCar,02,normal,11.0
152,archive/ToyCar/test/normal_id_02_00000185.wav,normal_id_02_00000185.wav,test,ToyCar,02,normal,11.0
153,archive/ToyCar/test/normal_id_02_00000195.wav,normal_id_02_00000195.wav,test,ToyCar,02,normal,11.0
154,archive/ToyCar/test/normal_id_02_00000182.wav,normal_id_02_00000182.wav,test,ToyCar,02,normal,11.0
155,archive/ToyCar/test/normal_id_02_00000196.wav,normal_id_02_00000196.wav,test,ToyCar,02,normal,11.0
156,archive/ToyCar/test/normal_id_02_00000170.wav,normal_id_02_00000170.wav,test,ToyCar,02,normal,11.0
157,archive/ToyCar/test/normal_id_02_00000169.wav,normal_id_02_00000169.wav,test,ToyCar,02,normal,11.0
158,archive/ToyCar/test/normal_id_02_00000191.wav,normal_id_02_00000191.wav,test,ToyCar,02,normal,11.0
159,archive/ToyCar/test/normal_id_02_00000176.wav,normal_id_02_00000176.wav,test,ToyCar,02,normal,11.0
160,archive/ToyCar/test/normal_id_02_00000181.wav,normal_id_02_00000181.wav,test,ToyCar,02,normal,11.0
161,archive/ToyCar/test/normal_id_02_00000200.wav,normal_id_02_00000200.wav,test,ToyCar,02,normal,11.0
162,archive/ToyCar/test/normal_id_02_00000207.wav,normal_id_02_00000207.wav,test,ToyCar,02,normal,11.0
163,archive/ToyCar/test/normal_id_02_00000257.wav,normal_id_02_00000257.wav,test,ToyCar,02,normal,11.0
164,archive/ToyCar/test/normal_id_02_00000238.wav,normal_id_02_00000238.wav,test,ToyCar,02,normal,11.0
165,archive/ToyCar/test/normal_id_02_00000249.wav,normal_id_02_00000249.wav,test,ToyCar,02,normal,11.0
166,archive/ToyCar/test/normal_id_02_00000233.wav,normal_id_02_00000233.wav,test,ToyCar,02,normal,11.0
167,archive/ToyCar/test/normal_id_02_00000229.wav,normal_id_02_00000229.wav,test,ToyCar,02,normal,11.0
168,archive/ToyCar/test/normal_id_02_00000244.wav,normal_id_02_00000244.wav,test,ToyCar,02,normal,11.0
169,archive/ToyCar/test/normal_id_02_00000243.wav,normal_id_02_00000243.wav,test,ToyCar,02,normal,11.0
170,archive/ToyCar/test/normal_id_02_00000212.wav,normal_id_02_00000212.wav,test,ToyCar,02,normal,11.0
171,archive/ToyCar/test/normal_id_02_00000210.wav,normal_id_02_00000210.wav,test,ToyCar,02,normal,11.0
172,archive/ToyCar/test/normal_id_02_00000255.wav,normal_id_02_00000255.wav,test,ToyCar,02,normal,11.0
173,archive/ToyCar/test/normal_id_02_00000240.wav,normal_id_02_00000240.wav,test,ToyCar,02,normal,11.0
174,archive/ToyCar/test/normal_id_02_00000254.wav,normal_id_02_00000254.wav,test,ToyCar,02,normal,11.0
175,archive/ToyCar/test/normal_id_02_00000223.wav,normal_id_02_00000223.wav,test,ToyCar,02,normal,11.0
176,archive/ToyCar/test/normal_id_02_00000237.wav,normal_id_02_00000237.wav,test,ToyCar,02,normal,11.0
177,archive/ToyCar/test/normal_id_02_00000241.wav,normal_id_02_00000241.wav,test,ToyCar,02,normal,11.0
178,archive/ToyCar/test/normal_id_02_00000217.wav,normal_id_02_00000217.wav,test,ToyCar,02,normal,11.0
179,archive/ToyCar/test/normal_id_02_00000224.wav,normal_id_02_00000224.wav,test,ToyCar,02,normal,11.0
180,archive/ToyCar/test/normal_id_02_00000231.wav,normal_id_02_00000231.wav,test,ToyCar,02,normal,11.0
181,archive/ToyCar/test/normal_id_02_00000236.wav,normal_id_02_00000236.wav,test,ToyCar,02,normal,11.0
182,archive/ToyCar/test/normal_id_02_00000239.wav,normal_id_02_00000239.wav,test,ToyCar,02,normal,11.0
183,archive/ToyCar/test/normal_id_02_00000242.wav,normal_id_02_00000242.wav,test,ToyCar,02,normal,11.0
184,archive/ToyCar/test/normal_id_02_00000256.wav,normal_id_02_00000256.wav,test,ToyCar,02,normal,11.0
185,archive/ToyCar/test/normal_id_02_00000258.wav,normal_id_02_00000258.wav,test,ToyCar,02,normal,11.0
186,archive/ToyCar/test/normal_id_02_00000216.wav,normal_id_02_00000216.wav,test,ToyCar,02,normal,11.0
187,archive/ToyCar/test/normal_id_02_00000247.wav,normal_id_02_00000247.wav,test,ToyCar,02,normal,11.0
188,archive/ToyCar/test/normal_id_02_00000226.wav,normal_id_02_00000226.wav,test,ToyCar,02,normal,11.0
189,archive/ToyCar/test/normal_id_02_00000234.wav,normal_id_02_00000234.wav,test,ToyCar,02,normal,11.0
190,archive/ToyCar/test/normal_id_02_00000228.wav,normal_id_02_00000228.wav,test,ToyCar,02,normal,11.0
191,archive/ToyCar/test/normal_id_02_00000248.wav,normal_id_02_00000248.wav,test,ToyCar,02,normal,11.0
192,archive/ToyCar/test/normal_id_02_00000227.wav,normal_id_02_00000227.wav,test,ToyCar,02,normal,11.0
193,archive/ToyCar/test/normal_id_02_00000221.wav,normal_id_02_00000221.wav,test,ToyCar,02,normal,11.0
194,archive/ToyCar/test/normal_id_02_00000235.wav,normal_id_02_00000235.wav,test,ToyCar,02,normal,11.0
195,archive/ToyCar/test/normal_id_02_00000220.wav,normal_id_02_00000220.wav,test,ToyCar,02,normal,11.0
196,archive/ToyCar/test/normal_id_02_00000211.wav,normal_id_02_00000211.wav,test,ToyCar,02,normal,11.0
197,archive/ToyCar/test/normal_id_02_00000218.wav,normal_id_02_00000218.wav,test,ToyCar,02,normal,11.0
198,archive/ToyCar/test/normal_id_02_00000250.wav,normal_id_02_00000250.wav,test,ToyCar,02,normal,11.0
199,archive/ToyCar/test/normal_id_02_00000230.wav,normal_id_02_00000230.wav,test,ToyCar,02,normal,11.0
200,archive/ToyCar/test/normal_id_02_00000252.wav,normal_id_02_00000252.wav,test,ToyCar,02,normal,11.0
201,archive/ToyCar/test/normal_id_02_00000253.wav,normal_id_02_00000253.wav,test,ToyCar,02,normal,11.0
202,archive/ToyCar/test/normal_id_02_00000214.wav,normal_id_02_00000214.wav,test,ToyCar,02,normal,11.0
203,archive/ToyCar/test/normal_id_02_00000232.wav,normal_id_02_00000232.wav,test,ToyCar,02,normal,11.0
204,archive/ToyCar/test/normal_id_02_00000225.wav,normal_id_02_00000225.wav,test,ToyCar,02,normal,11.0
205,archive/ToyCar/test/normal_id_02_00000251.wav,normal_id_02_00000251.wav,test,ToyCar,02,normal,11.0
206,archive/ToyCar/test/normal_id_02_00000246.wav,normal_id_02_00000246.wav,test,ToyCar,02,normal,11.0
207,archive/ToyCar/test/normal_id_02_00000213.wav,normal_id_02_00000213.wav,test,ToyCar,02,normal,11.0
208,archive/ToyCar/test/normal_id_02_00000219.wav,normal_id_02_00000219.wav,test,ToyCar,02,normal,11.0
209,archive/ToyCar/test/normal_id_02_00000245.wav,normal_id_02_00000245.wav,test,ToyCar,02,normal,11.0
210,archive/ToyCar/test/normal_id_02_00000215.wav,normal_id_02_00000215.wav,test,ToyCar,02,normal,11.0
211,archive/ToyCar/test/normal_id_02_00000222.wav,normal_id_02_00000222.wav,test,ToyCar,02,normal,11.0
212,archive/ToyCar/test/normal_id_02_00000278.wav,normal_id_02_00000278.wav,test,ToyCar,02,normal,11.0
213,archive/ToyCar/test/normal_id_02_00000262.wav,normal_id_02_00000262.wav,test,ToyCar,02,normal,11.0
214,archive/ToyCar/test/normal_id_02_00000290.wav,normal_id_02_00000290.wav,test,ToyCar,02,normal,11.0
215,archive/ToyCar/test/normal_id_02_00000276.wav,normal_id_02_00000276.wav,test,ToyCar,02,normal,11.0
216,archive/ToyCar/test/normal_id_02_00000284.wav,normal_id_02_00000284.wav,test,ToyCar,02,normal,11.0
217,archive/ToyCar/test/normal_id_02_00000267.wav,normal_id_02_00000267.wav,test,ToyCar,02,normal,11.0
218,archive/ToyCar/test/normal_id_02_00000287.wav,normal_id_02_00000287.wav,test,ToyCar,02,normal,11.0
219,archive/ToyCar/test/normal_id_02_00000305.wav,normal_id_02_00000305.wav,test,ToyCar,02,normal,11.0
220,archive/ToyCar/test/normal_id_02_00000274.wav,normal_id_02_00000274.wav,test,ToyCar,02,normal,11.0
221,archive/ToyCar/test/normal_id_02_00000273.wav,normal_id_02_00000273.wav,test,ToyCar,02,normal,11.0
222,archive/ToyCar/test/normal_id_02_00000302.wav,normal_id_02_00000302.wav,test,ToyCar,02,normal,11.0
223,archive/ToyCar/test/normal_id_02_00000288.wav,normal_id_02_00000288.wav,test,ToyCar,02,normal,11.0
224,archive/ToyCar/test/normal_id_02_00000303.wav,normal_id_02_00000303.wav,test,ToyCar,02,normal,11.0
225,archive/ToyCar/test/normal_id_02_00000298.wav,normal_id_02_00000298.wav,test,ToyCar,02,normal,11.0
226,archive/ToyCar/test/normal_id_02_00000275.wav,normal_id_02_00000275.wav,test,ToyCar,02,normal,11.0
227,archive/ToyCar/test/normal_id_02_00000270.wav,normal_id_02_00000270.wav,test,ToyCar,02,normal,11.0
228,archive/ToyCar/test/normal_id_02_00000264.wav,normal_id_02_00000264.wav,test,ToyCar,02,normal,11.0
229,archive/ToyCar/test/normal_id_02_00000265.wav,normal_id_02_00000265.wav,test,ToyCar,02,normal,11.0
230,archive/ToyCar/test/normal_id_02_00000280.wav,normal_id_02_00000280.wav,test,ToyCar,02,normal,11.0
231,archive/ToyCar/test/normal_id_02_00000281.wav,normal_id_02_00000281.wav,test,ToyCar,02,normal,11.0
232,archive/ToyCar/test/normal_id_02_00000293.wav,normal_id_02_00000293.wav,test,ToyCar,02,normal,11.0
233,archive/ToyCar/test/normal_id_02_00000271.wav,normal_id_02_00000271.wav,test,ToyCar,02,normal,11.0
234,archive/ToyCar/test/normal_id_02_00000300.wav,normal_id_02_00000300.wav,test,ToyCar,02,normal,11.0
235,archive/ToyCar/test/normal_id_02_00000272.wav,normal_id_02_00000272.wav,test,ToyCar,02,normal,11.0
236,archive/ToyCar/test/normal_id_02_00000283.wav,normal_id_02_00000283.wav,test,ToyCar,02,normal,11.0
237,archive/ToyCar/test/normal_id_02_00000301.wav,normal_id_02_00000301.wav,test,ToyCar,02,normal,11.0
238,archive/ToyCar/test/normal_id_02_00000297.wav,normal_id_02_00000297.wav,test,ToyCar,02,normal,11.0
239,archive/ToyCar/test/normal_id_02_00000294.wav,normal_id_02_00000294.wav,test,ToyCar,02,normal,11.0
240,archive/ToyCar/test/normal_id_02_00000296.wav,normal_id_02_00000296.wav,test,ToyCar,02,normal,11.0
241,archive/ToyCar/test/normal_id_02_00000291.wav,normal_id_02_00000291.wav,test,ToyCar,02,normal,11.0
242,archive/ToyCar/test/normal_id_02_00000304.wav,normal_id_02_00000304.wav,test,ToyCar,02,normal,11.0
